temperature,vibration,runtime_hours,noise_level,status
0.23515439429928753,0.14166666666666664,0.04597701149425287,0.17532467532467533,0
0.4156769596199523,0.3666666666666666,0.29885057471264365,0.2629870129870131,0
0.8028503562945364,0.7249999999999999,0.8505747126436781,0.7564935064935066,1
0.0,0.0,0.0,0.0,0
0.15201900237529697,0.09166666666666665,0.14942528735632182,0.11688311688311681,0
0.9311163895486936,0.8666666666666667,0.9540229885057471,0.883116883116883,1
0.5605700712589075,0.5,0.5517241379310345,0.4642857142857144,0
0.66270783847981,0.6083333333333333,0.6436781609195402,0.5844155844155843,0
1.0,1.0,0.9999999999999999,1.0,1
0.33729216152019004,0.2749999999999999,0.3563218390804598,0.2240259740259738,0
0.4465558194774346,0.42500000000000004,0.45977011494252873,0.3441558441558441,0
0.8551068883610449,0.8,0.9080459770114943,0.8149350649350651,1
0.08551068883610458,0.05833333333333332,0.10344827586206895,0.06168831168831157,0
0.19239904988123513,0.11666666666666661,0.1954022988505747,0.13636363636363624,0
0.7933491686460807,0.675,0.8160919540229885,0.7305194805194803,1
0.3539192399049882,0.31666666666666665,0.3793103448275862,0.25,0
0.510688836104513,0.46666666666666656,0.5172413793103448,0.4155844155844157,0
0.9097387173396672,0.8416666666666668,0.942528735632184,0.8636363636363638,1
0.12351543942992871,0.08333333333333334,0.1264367816091954,0.09740259740259738,0
0.2992874109263659,0.20833333333333334,0.27586206896551724,0.19480519480519476,0
0.7387173396674585,0.6166666666666667,0.7586206896551724,0.6720779220779218,1
0.3871733966745843,0.35,0.40229885057471265,0.2857142857142856,0
0.5700712589073633,0.525,0.5747126436781609,0.4967532467532467,0
0.9453681710213773,0.9083333333333334,0.9655172413793104,0.9058441558441559,1
0.04988123515439424,0.024999999999999994,0.08045977011494251,0.03896103896103886,0
0.178147268408551,0.1,0.1724137931034483,0.12662337662337664,0
0.8289786223277908,0.7583333333333333,0.8850574712643677,0.7857142857142856,1
0.3182897862232781,0.24999999999999997,0.3218390804597701,0.21103896103896091,0
0.4774346793349169,0.44999999999999996,0.49425287356321834,0.3831168831168834,0
0.8883610451306412,0.825,0.9310344827586207,0.8441558441558437,1
0.10688836104513055,0.06666666666666662,0.11494252873563218,0.08116883116883122,0
0.26128266033254155,0.17499999999999996,0.2528735632183908,0.17532467532467533,0
0.7743467933491686,0.6583333333333333,0.793103448275862,0.7077922077922079,1
0.4228028503562944,0.3916666666666666,0.4367816091954023,0.3149350649350646,0
0.6223277909738716,0.5583333333333332,0.6091954022988505,0.5357142857142856,0
0.9714964370546317,0.9416666666666667,0.9827586206896551,0.9512987012987013,1
0.03325415676959631,0.008333333333333304,0.03448275862068964,0.016233766233766156,0
0.22802850356294546,0.13333333333333333,0.21839080459770116,0.15584415584415567,0
0.8147268408551067,0.7000000000000001,0.8333333333333333,0.7435064935064934,1
0.37054631828978635,0.33333333333333337,0.3908045977011494,0.26623376623376593,0
0.5344418052256532,0.4833333333333333,0.5344827586206896,0.43506493506493493,0
0.9168646080760094,0.8583333333333334,0.9482758620689654,0.8733766233766231,1
0.14014251781472686,0.1,0.16091954022988503,0.12337662337662314,0
0.3444180522565321,0.23333333333333336,0.3103448275862069,0.20454545454545436,0
0.7220902612826605,0.6,0.7471264367816092,0.6493506493506489,1
0.40380047505938244,0.375,0.41954022988505746,0.2987012987012987,0
0.5961995249406176,0.5416666666666666,0.5919540229885057,0.5129870129870131,0
0.9382422802850354,0.8916666666666668,0.9597701149425287,0.9220779220779218,1
0.06888361045130642,0.04166666666666666,0.09195402298850575,0.05519480519480502,0
0.20427553444180524,0.10833333333333331,0.1839080459770115,0.1428571428571428,0
0.7790973871733966,0.6666666666666667,0.8045977011494253,0.7175324675324677,1
0.37529691211401417,0.34166666666666656,0.3850574712643678,0.27597402597402576,0
0.5534441805225652,0.5083333333333333,0.5632183908045977,0.47727272727272707,0
0.874109263657957,0.8083333333333333,0.9195402298850573,0.8279220779220777,1
0.1330166270783848,0.07499999999999998,0.13793103448275862,0.10714285714285698,0
0.28266033254156775,0.19999999999999998,0.26436781609195403,0.1883116883116882,0
0.7505938242280288,0.6333333333333333,0.7701149425287356,0.6850649350649349,1
0.4441805225653206,0.4083333333333333,0.4482758620689655,0.3344155844155843,0
0.6508313539192399,0.5833333333333333,0.6206896551724138,0.5616883116883118,0
0.9572446555819476,0.9249999999999998,0.9770114942528735,0.9383116883116882,1
0.061757719714964354,0.0333333333333333,0.06896551724137931,0.045454545454545414,0
0.2446555819477434,0.1583333333333333,0.24137931034482757,0.1655844155844155,0
0.843230403800475,0.7833333333333332,0.896551724137931,0.8019480519480515,1
0.3277909738717337,0.2666666666666666,0.3448275862068965,0.21753246753246724,0
0.49406175771971483,0.45833333333333326,0.5114942528735632,0.39935064935064934,0
0.9002375296912115,0.8500000000000001,0.9367816091954023,0.8571428571428572,1
