temperature,vibration,runtime_hours,noise_level,status
0.1330166270783848,0.0749999999999999,0.1379310344827586,0.1071428571428569,0
0.8028503562945364,0.7249999999999999,0.8505747126436781,0.7564935064935066,1
0.0617577197149643,0.0333333333333333,0.0689655172413793,0.0454545454545454,0
0.0498812351543942,0.0249999999999999,0.0804597701149425,0.0389610389610388,0
0.0332541567695963,0.0083333333333333,0.0344827586206896,0.0162337662337661,0
0.3752969121140141,0.3416666666666665,0.3850574712643678,0.2759740259740257,0
0.1923990498812351,0.1166666666666666,0.1954022988505747,0.1363636363636362,0
0.2446555819477434,0.1583333333333333,0.2413793103448275,0.1655844155844155,0
1.0,1.0,1.0,1.0,1
0.3705463182897863,0.3333333333333333,0.3908045977011494,0.2662337662337659,0
0.7790973871733966,0.6666666666666667,0.8045977011494253,0.7175324675324677,1
0.9572446555819476,0.9249999999999998,0.9770114942528736,0.9383116883116882,1
0.2280285035629454,0.1333333333333333,0.2183908045977011,0.1558441558441556,0
0.33729216152019,0.2749999999999999,0.3563218390804598,0.2240259740259738,0
0.8883610451306412,0.825,0.9310344827586208,0.8441558441558437,1
0.843230403800475,0.7833333333333332,0.896551724137931,0.8019480519480515,1
0.5344418052256532,0.4833333333333333,0.5344827586206896,0.4350649350649349,0
0.4156769596199523,0.3666666666666666,0.2988505747126436,0.2629870129870131,0
0.0688836104513064,0.0416666666666666,0.0919540229885057,0.055194805194805,0
0.5605700712589075,0.5,0.5517241379310345,0.4642857142857144,0
0.2826603325415677,0.1999999999999999,0.264367816091954,0.1883116883116882,0
0.510688836104513,0.4666666666666665,0.5172413793103448,0.4155844155844157,0
0.6508313539192399,0.5833333333333333,0.6206896551724138,0.5616883116883118,0
0.0855106888361045,0.0583333333333333,0.1034482758620689,0.0616883116883115,0
0.7743467933491686,0.6583333333333333,0.793103448275862,0.7077922077922079,1
0.3277909738717337,0.2666666666666666,0.3448275862068965,0.2175324675324672,0
0.9382422802850354,0.8916666666666668,0.9597701149425288,0.9220779220779218,1
0.3444180522565321,0.2333333333333333,0.3103448275862069,0.2045454545454543,0
0.9453681710213772,0.9083333333333334,0.9655172413793104,0.905844155844156,1
0.7505938242280288,0.6333333333333333,0.7701149425287356,0.6850649350649349,1
0.7387173396674585,0.6166666666666667,0.7586206896551724,0.6720779220779218,1
0.5961995249406176,0.5416666666666666,0.5919540229885057,0.5129870129870131,0
0.2992874109263659,0.2083333333333333,0.2758620689655172,0.1948051948051947,0
0.4038004750593824,0.375,0.4195402298850574,0.2987012987012987,0
0.2351543942992875,0.1416666666666666,0.0459770114942528,0.1753246753246753,0
0.9002375296912115,0.8500000000000001,0.9367816091954024,0.8571428571428572,1
0.1235154394299287,0.0833333333333333,0.1264367816091954,0.0974025974025973,0
0.178147268408551,0.1,0.1724137931034483,0.1266233766233766,0
0.2612826603325415,0.1749999999999999,0.2528735632183908,0.1753246753246753,0
0.4774346793349169,0.4499999999999999,0.4942528735632183,0.3831168831168834,0
0.9097387173396672,0.8416666666666668,0.942528735632184,0.8636363636363638,1
0.1520190023752969,0.0916666666666666,0.1494252873563218,0.1168831168831168,0
0.7933491686460807,0.675,0.8160919540229885,0.7305194805194803,1
0.8147268408551067,0.7000000000000001,0.8333333333333333,0.7435064935064934,1
0.66270783847981,0.6083333333333333,0.6436781609195402,0.5844155844155843,0
0.5700712589073633,0.525,0.5747126436781609,0.4967532467532467,0
